TimeStep,Sid,Quality,Illicit,Licit,Unknown,size
1,cf66311b32a9e6a1b5d2ade6a30017bd,3.8623271898960936,0,27,2,29
1,638fb8e5a0136114fd55034b363c1a90,1.8401599242306415,0,5,7,12
1,346931391532ad3a9a698684ef01d03f,1.5328252161182851,0,14,9,23
1,ee5636080dc39ab880fd4ff714115612,0.7286333851526162,0,7,14,21
1,3d4ef29c08a03e0c19e2ca4164c0f1bc,1.1572142056631916,0,5,10,15
1,e635bd3dc2418dff9603b698af5e0f07,1.6022169997511595,0,3,9,12
1,72572b4c20c399e50155fb6ebd2690e6,0.9099607071832512,0,2,19,21
1,3814f4f0490bfe775caa68569e083aa1,1.5713957019947997,0,9,5,14
1,4991439044d1e8826009e42971094cd9,6.995754539596741,0,252,47,299
1,390a59a0a571d8fab1896ac78131c0ff,1.6072434256830261,0,4,8,12
1,71fa6ae9f5cf3b9b62cc9abd18effe68,2.269858299318137,0,6,14,20
1,54b01e6b83d82e78444e55cf1b3b59b8,1.4848612636206957,0,5,10,15
1,7f248718f7eb1bf98e028334a799b5dd,1.7206993626266165,0,6,13,19
1,f49266402b421131a1064726beecb640,0.44133381314168285,0,8,4,12
1,4bba95c7982cac6a5a1f4e5a53c802b1,0.3309054725920988,0,1,12,13
1,7a4ec5cb8d69ee7944e1bdb599445fcd,1.5940260301455904,0,6,11,17
1,9d1de8e6c7be85fa99a729d3b7fd3395,1.546074358068144,0,9,11,20
1,8efa182a2206a171c61a8228976ab667,1.0696197921927584,0,3,10,13
1,da30f6b5027de975adb78c9c2bb3ca42,1.349185717385983,0,24,1,25
1,a86f10c47653cd8e6af191df4895d58d,0.7957091932615956,0,6,11,17
1,562d0e0368e4ee70c3a318dd7065afe8,0.6437639254291139,0,6,16,22
1,23f104402e0d8326315b6016be962369,1.5067942061237993,0,3,16,19
1,8147a1bf3799b87804a8893e2138f41f,0.9149647672675594,0,4,15,19
1,d8aaf751ef3205f28d41660b9c961db7,1.2795974545133264,0,29,0,29
1,fa2a4b5fd7eed9cefcc08bfc8c467845,1.3150618898571071,0,36,1,37
1,ff4a001adf822db6d8529a0f090f11c0,1.253571227387389,0,9,9,18
1,04edd60f6fcd59b4208ce29eac8e7a50,0.8658444918854862,0,2,15,17
1,b9d349d6a94d19f46fd669358d67ca6e,0.9692688452560733,0,12,1,13
1,2d2f9286cc6575b0abb1df1f1f188861,0.9124977583852999,0,2,20,22
1,ac8ff264e17fe528609ba00e054b0fda,0.8175110900301351,0,1,12,13
1,9d02082bbb72bd33c98092d968fae394,0.8488459421436877,0,1,15,16
1,db66711bc983aad0151067bee2cf2739,0.8869957128127125,0,12,1,13
1,4a8b39c976f519bcb256fb394096e8e6,1.705383912854458,0,10,15,25
1,b167fe9b02f52db847c10350d2f0f6b2,0.8293477004017341,0,4,12,16
1,0da0f6532e9780665d929c9daf8d2fa2,1.6295381958641857,0,5,12,17
1,0cbe38d70f674313a0465213f667ce4d,0.9591169306531134,0,23,1,24
1,0d1d4870ae7df980a2e098321f9c9a6c,1.11598531621249,0,23,1,24
1,90c43687c6bda86d098f7b7d2ff6b38c,1.209920253737286,0,6,14,20
1,3adaefcb64bc4e657a2d3114c19bfb13,1.1844780462356659,0,30,2,32
1,7d0193b4da5e8422b0dfc28f851fedd8,3.296345855167532,0,13,16,29
1,0f49de38643b8ed4ecd9f05cff996a43,1.7786124853304204,0,7,8,15
1,95f16a7cec4701de8f3497600c0077c3,0.979392757238556,0,2,23,25
1,9b83506c1412f940d7a21f719b6bcd14,1.591134344171274,0,7,5,12
1,9e73bc20d0473a3299d9e06be8033fd4,1.2243397299019514,0,25,0,25
1,cba1617df71db307ef6949ab80c90b5b,1.2506728375842868,0,8,28,36
1,d89aa18fa636ebbd399412cdd6e62978,1.0160462597829594,0,19,1,20
1,46f3445e400423665cc1d02750a40aba,2.974054117620097,0,9,7,16
1,846468afa9674031b0a119d2170cf067,3.483289457088074,0,14,18,32
2,7816ce06408a8eed22f6d968471d1b98,1.934468641683138,0,11,3,14
2,d74fe3cfac9ee87356082a3170a7c0f5,1.9845636890082663,0,6,6,12
2,15147f796faa0fe2d35c74bd4ab63a00,2.186163188156744,0,7,5,12
2,53d23993c0d943d30165da79a40f3c68,2.069886432591989,0,10,4,14
2,aa065efc081685e31d98b22afd462b4d,2.1251123669909653,0,11,5,16
2,932828193591c7620a222780a25e3ef8,1.9746233643828666,0,10,4,14
2,ffacb97bf0f06cb18d787ee4569eb01d,1.2947626244208639,0,4,11,15
2,2a3bfdc00a99050d9640c74e77612deb,0.8866963807899636,0,1,11,12
2,ae909b18ea6af2ff0ec18551f3f7ba78,1.3461044531253392,0,14,4,18
2,8aedd5f7a0d0518286d95459a5aac9ec,0.8595338614374191,0,4,10,14
2,746a458e696089508d1ecd0b7af393b2,0.3900927251544492,0,7,5,12
2,e930bc99b9c6fa9e630be21a58d83ec8,0.646753496587185,0,9,5,14
2,652f4940819c3f3a8ed18cab8d60f039,1.938607819186042,0,8,12,20
2,9ebf7714ecc9fdf133e1db2425603fae,0.9650393527263583,0,1,57,58
2,c120bb66de17fdd0eea5ef14820df611,0.09504249158631276,0,8,10,18
2,1cf870d7026630ecb3719167c0d44b31,0.9810307444588041,0,0,12,12
2,9ee23840bcce8cb15a7b21591365a852,0.8780914719445235,0,1,12,13
2,3d6c778e31ff6c3be8c248e1f0e67479,0.5388495604103819,0,1,12,13
2,5755879b7ee9d0481b9b64d5a49b57ba,0.6773320993839891,0,0,33,33
2,c6c588456c70d56779c735bc50bf3fdc,0.6920261266212482,0,0,24,24
